wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
panel,6,17,72.2,10,46.858897,30.500118,255000
stalin,11,13,70.1,6.7,46.818776,30.490002,24200
brick,9,9,72.1,9,46.805133,30.516952,37100
brick,4,5,72.5,8,46.79726,30.505846,410400
panel,15,18,70.2,9.1,46.843465,30.553003,502000
brick,6,8,70.5,8.4,46.786971,30.51001,299500
brick,5,9,70,20,46.784951,30.506044,359500
brick,11,13,72,10,46.780886,30.560296,47800
brick,4,5,72.2,8.5,46.77671,30.508029,274900
monolith,4,25,72.9,12.4,46.779722,30.536302,168000
brick,6,6,72.1,11.4,46.793475,30.513503,169200
monolith,7,19,70,8,46.785169,30.564033,199900
brick,4,5,72.5,8.9,46.802351,30.5663,21070
monolith,3,22,71,11,46.793531,30.524219,25050
monolith,11,26,71,25,46.840533,30.493614,26040
monolith,18,22,72,21,46.809014,30.54014,26080
monolith,18,22,72,21,46.809014,30.54014,37050
brick,5,8,72.8,30,46.783464,30.501812,385000
stalin,5,8,72.8,30,46.783464,30.501812,139000
brick,8,12,72,8,46.80145,30.532,149900
panel,4,17,71,12,46.85871,30.494602,159100
monolith,4,14,72,12.9,46.862904,30.404902,173000
stalin,4,9,71,10,46.808078,30.495016,179000
monolithBrick,11,38,71,15,46.774745,30.548609,219000
monolith,3,18,74,18,46.785711,30.521381,29200
monolith,9,14,73.2,11.8,46.793186,30.526968,295000
monolith,6,12,74,14,46.788895,30.568803,46000
brick,5,5,74,8,46.776522,30.556325,238000
panel,2,16,74,10,46.7747,30.542312,212500
monolith,3,18,74,18,46.785711,30.521381,22060
brick,3,8,73,10,46.780633,30.558205,225000
monolith,10,32,73.7,20,46.889336,30.55842,287000
brick,1,5,73,9.5,46.817785,30.512004,30000
panel,2,14,74.8,12.8,46.865232,30.54082,41500
monolith,22,32,74,9,46.889341,30.559586,22070
monolith,25,32,74,12,46.889341,30.559586,24000
panel,17,17,74.8,10.5,46.777084,30.53199,265000
monolith,15,23,73,13,46.799937,30.505903,278000
monolith,3,18,74,18,46.785711,30.521381,345400
monolith,7,15,73,13.8,46.795444,30.526896,229000
panel,1,17,74,10,46.878324,30.55999,258000
panel,15,17,74.3,10.2,46.875683,30.565955,268000
panel,9,16,73.8,10.1,46.881434,30.490012,49600
brick,2,16,73,7.5,46.846431,30.400291,64750
brick,2,16,73,7.5,46.846431,30.400291,235000
panel,17,17,74.4,10.1,46.887635,30.5231,155000
panel,7,16,74.5,10.8,46.876228,30.53861,155000
monolith,16,19,73,9,46.944621,30.349291,168000
panel,2,19,73,8.5,46.944621,30.349291,185000
panel,1,17,74.2,10.1,46.882404,30.560925,185000
panel,1,17,74.2,11,46.880031,30.493434,199900
panel,15,16,73.5,10,46.89501,30.52802,20000
panel,9,14,74.6,8.5,46.874804,30.560536,227700
panel,9,17,74.5,10.5,46.877198,30.512425,263000
brick,1,5,73,9.5,46.817785,30.512004,279000
stalin,1,5,73.4,10,46.840396,30.502432,31000
brick,1,16,73.4,10,46.846431,30.400291,398000
brick,1,16,73.4,14.3,46.846431,30.400291,442000
brick,5,5,73,9,46.817785,30.512004,195000
brick,1,5,74.1,10,46.80782,30.538045,213000
brick,5,5,74.3,7,46.773712,30.529,169000
panel,2,16,74.6,10.2,46.822074,30.500834,195000
brick,5,5,73,9,46.84495,30.481523,24200
block,7,12,74,8.2,46.864783,30.405055,44000
panel,2,17,73.8,10.1,46.77831,30.526618,194990
brick,4,5,73,15,46.801991,30.543006,56000
stalin,9,9,74,8.1,46.815822,30.505921,46500
stalin,4,6,74,8,46.785321,30.502639,29900
brick,1,5,73,9.8,46.823586,30.563449,43900
monolith,32,32,73,13,46.888856,30.559308,48900
monolith,16,32,73,10,46.888998,30.558436,80500
monolith,5,24,74,16.6,46.799937,30.505903,80500
brick,5,9,74,11,46.801703,30.524105,158950
brick,3,6,73,8,46.805002,30.536069,105000
stalin,7,8,73.2,9.4,46.794851,30.516099,48500
monolith,6,40,74,10,46.827671,30.480559,84500
panel,10,19,73,8.2,46.779859,30.53952,84499
panel,9,10,74,18,46.801283,30.501659,105000
monolith,8,21,73,19.3,46.785169,30.564033,95000
monolithBrick,2,15,73,15,46.795444,30.526896,80000
monolithBrick,2,15,74,15,46.795444,30.526896,95000
monolithBrick,5,15,73,15,46.784303,30.562005,115000
monolith,7,15,73,13.7,46.795444,30.526896,99000
monolithBrick,14,14,73,9.6,46.84631,30.501624,108000
wood,14,14,73,9.9,46.84631,30.501624,83000
brick,14,14,73,10,46.84631,30.501624,85000
monolith,6,12,74,14,46.791132,30.566801,89000
monolith,2,7,74.2,13.7,46.794406,30.566198,108000
monolith,2,7,74.2,12.9,46.794406,30.566198,18000
monolith,11,37,73,15,46.774745,30.548609,115000
monolith,3,18,74,18,46.785711,30.521381,115000
monolith,3,18,74,18,46.785711,30.521381,115000
monolith,8,38,73.2,15,46.774745,30.548609,20800
panel,9,17,74,10.5,46.877198,30.512425,85000
panel,13,17,74,9,46.873587,30.560033,90000
panel,8,16,74,10.1,46.881869,30.49093,105000
panel,12,16,74,10,46.888351,30.5222,108500
panel,3,17,74.1,10.1,46.879379,30.565515,110000
brick,1,5,74,10,46.840396,30.502432,145000
brick,1,5,73,9.4,46.836014,30.528594,96000
brick,5,5,73,9,46.817785,30.512004,88800
block,2,17,74.5,10,46.805184,30.5813,95000
brick,5,5,74,8,46.776522,30.556325,69000
stalin,4,5,73,8,46.82625,30.529313,94000
panel,8,17,74.2,11,46.841584,30.530858,95000
brick,3,14,73.8,8.8,46.781464,30.561068,165000
monolith,12,32,73,10,46.889336,30.55842,89000
brick,6,6,73,10,46.79808,30.533634,99990
panel,2,17,73.7,10.2,46.777899,30.52092,105000
panel,6,28,74,12,46.853723,30.49001,11005
brick,4,5,74.4,7,46.791233,30.582628,115000
brick,2,8,74.1,8,46.800018,30.582,16600
panel,6,17,74.7,10.2,46.87392,30.486239,12000
brick,5,5,73,8.4,46.810467,30.503043,107000
brick,9,14,74,8.6,46.775454,30.55,11000
monolith,2,17,73,20,46.864717,30.45911,111000
brick,3,5,73.4,10,46.836014,30.528594,166000
brick,6,8,74,9.2,46.809226,30.504908,11900
panel,13,17,74.7,10.2,46.780168,30.5313,92000
monolith,21,44,74,20,46.774664,30.54595,95000
monolith,16,23,74,13.8,46.782572,30.531936,108000
brick,8,8,73.4,9.2,46.803418,30.510006,115000
monolith,16,23,74,14,46.782572,30.531936,135000
panel,2,12,73.7,13.7,46.79392,30.560545,135000
monolith,25,42,73.6,12,46.827671,30.480559,79500
monolith,10,13,74,15,46.802219,30.559523,82000
monolith,3,23,75,20,46.80998,30.52165,83000
monolithBrick,2,6,75,12,46.781438,30.569962,93500
monolith,4,7,75,13,46.89614,30.541395,94500
brick,8,12,75,10,46.80145,30.532,98000
monolith,10,15,76.2,17.2,46.795444,30.526896,109000
monolith,4,10,76,16,46.793186,30.526968,122000
monolith,6,18,75,13,46.781818,30.506639,13990
stalin,2,6,77,10,46.78038,30.513215,15000
panel,9,22,77,10,46.862242,30.490804,165000
monolith,31,35,75.6,6,46.857068,30.409582,164000
monolith,29,30,75.8,18.8,46.827671,30.480559,22000
monolithBrick,13,32,75,20,46.80653,30.545995,99900
monolith,2,14,75.4,15.7,46.779757,30.535233,145000
monolith,28,28,76,12.4,46.854825,30.490018,176000
brick,2,5,76.7,10,46.82845,30.529699,97500
brick,8,18,76,12,46.863469,30.559523,109000
brick,9,14,76,13,46.870304,30.490353,93500
panel,10,17,75.8,12,46.830275,30.501618,81000
monolith,11,24,76,13.7,46.865152,30.402081,89000
brick,2,5,77.9,9.7,46.798616,30.529,99000
brick,12,16,75,10,46.795757,30.504421,92500
brick,12,16,75,10,46.795757,30.504421,93500
brick,2,8,77,9,46.78198,30.50916,99500
panel,9,14,75,10,46.865232,30.54082,10200
panel,3,22,76.4,10.1,46.862242,30.490804,11000
block,5,14,75.8,13.4,46.824718,30.510592,126000
brick,3,7,76.8,8.8,46.810471,30.518085,133500
monolith,11,44,75,7,46.774664,30.54595,218000
panel,11,14,75,9,46.872026,30.513413,86000
brick,5,5,75.2,7.7,46.801931,30.565084,87000
panel,2,17,75.6,12.5,46.831873,30.500441,107990
panel,14,14,76.3,13.1,46.87539,30.48552,136000
brick,3,7,76,8,46.810471,30.518085,137000
panel,6,17,77,13,46.780628,30.520265,115000
panel,8,19,76,9,46.943971,30.34011,20110
panel,21,25,75,12,46.945004,30.345643,20110
panel,11,17,76.2,10,46.876854,30.520009,20390
brick,3,5,77.8,8,46.882601,30.541611,206340
brick,1,5,76,9,46.809049,30.563188,127000
brick,2,5,76,9,46.839588,30.541341,15000
brick,12,14,75,10,46.84631,30.501624,19900
panel,12,17,77,10,46.887635,30.5231,19900
panel,15,17,75,11,46.857705,30.50692,106000
monolithBrick,12,17,75.4,10.5,46.878889,30.53863,81000
panel,9,14,75,10,46.865232,30.54082,10000
monolith,16,24,75,10.4,46.876157,30.505292,10000
panel,4,7,75,13,46.89614,30.541395,108500
brick,1,14,75,8,46.781464,30.561068,115000
monolithBrick,6,17,75.8,12.9,46.882071,30.52686,12000
panel,7,16,75,10,46.876228,30.53861,12000
brick,1,5,75,8.5,46.811401,30.505181,125000
panel,6,15,76.6,10,46.878097,30.515003,12990
panel,11,17,76,10,46.805184,30.5813,134000
brick,2,4,77,8.1,46.813,30.490946,149000
panel,1,17,75,10,46.775322,30.534245,157500
panel,4,17,77,10.5,46.871854,30.463035,159000
panel,9,17,77,14,46.860469,30.556181,179000
monolith,30,32,75,10,46.889336,30.55842,26489
brick,2,8,76.8,9.5,46.813698,30.560285,105000
panel,9,14,76,13,46.870304,30.490353,11000
panel,9,14,76.3,13,46.870304,30.490353,111000
panel,4,17,76.6,12.9,46.872506,30.550403,125000
panel,7,16,77,10.5,46.840629,30.529852,13000
panel,5,17,75,13,46.864485,30.40039,103000
monolith,2,18,75,10.6,46.862181,30.56045,21000
monolith,25,25,75,10,46.867258,30.460518,124000
panel,13,17,76,11,46.874622,30.510484,106990
monolith,7,22,77,11.3,46.86547,30.530649,124000
monolith,25,28,77,17.2,46.854436,30.496129,139000
brick,2,8,75,8,46.809565,30.493991,165000
panel,4,8,77,8.1,46.77838,30.51644,105000
brick,1,9,76.9,10.5,46.800752,30.566108,114500
monolithBrick,2,16,77,12,46.836484,30.518596,124000
stalin,1,6,77.2,7.8,46.798485,30.516019,125000
panel,11,17,76.8,12.7,46.831908,30.50354,132000
stalin,4,8,77.4,8,46.809565,30.493991,139500
brick,8,8,75.9,11,46.814214,30.506,109900
brick,1,8,76,8,46.806935,30.514832,13000
monolith,32,40,77.4,13.6,46.876763,30.484038,146000
stalin,2,6,77,10.4,46.78038,30.513215,15000
brick,2,9,76.3,10,46.806059,30.513296,18000
panel,9,22,77,11,46.862242,30.490804,132500
panel,10,17,75,10,46.778463,30.534005,166000
panel,9,22,77,10,46.862242,30.490804,192500
monolithBrick,4,15,75,11,46.784303,30.562005,90000
panel,6,16,75.8,13.4,46.824718,30.510592,11000
brick,5,14,77.9,9.3,46.777596,30.550908,139890
brick,2,5,77.9,10,46.800306,30.548231,148000
brick,2,15,77.1,14,46.858958,30.40192,169500
brick,1,9,77.1,12.1,46.802351,30.518048,175000
stalin,5,7,75,7.5,46.782567,30.503053,189000
stalin,1,9,77,12,46.802351,30.518048,189000
brick,2,6,77,8.5,46.778522,30.519198,205000
brick,7,7,77.6,9,46.810471,30.518085,105000
brick,2,7,77,8.6,46.78198,30.50916,146500
panel,12,22,77.8,10.2,46.856573,30.485268,153000
brick,7,7,76,7.1,46.794027,30.518344,166000
brick,3,7,76,8,46.810471,30.518085,19800
brick,3,7,77,8.8,46.810471,30.518085,188900
panel,7,17,76,13,46.831908,30.50354,188900
brick,3,7,76.8,8.8,46.810471,30.518085,189000
brick,4,9,77,12,46.77918,30.556083,192500
brick,4,9,77,10,46.780689,30.508289,19600
brick,2,16,77.5,8.5,46.801167,30.536008,145000
monolith,16,24,77.8,13.7,46.786313,30.542428,122000
monolith,5,37,76,11,46.774745,30.548609,134900
monolith,10,24,77.4,28.1,46.786313,30.542428,134000
monolith,7,23,75,15,46.774745,30.548609,145500
monolithBrick,2,15,75,14,46.795444,30.526896,21300
monolithBrick,2,7,76.9,12.9,46.794406,30.566198,239000
monolith,12,13,76.6,25.6,46.856341,30.49402,99000
monolith,5,15,75,14,46.789517,30.560222,155000
monolith,6,14,75.4,14.5,46.795444,30.526896,13600
brick,4,16,77,14,46.794851,30.540953,245000
monolithBrick,4,10,76,16,46.793186,30.526968,285000
panel,4,14,75.6,16,46.793186,30.526968,307500
monolithBrick,5,6,77,5,46.781626,30.580894,346500
panel,22,25,75,13,46.945332,30.34514,98000
panel,1,16,76,11,46.878975,30.554295,133000
panel,1,17,76,10.5,46.871657,30.499022,176900
panel,15,16,75,10,46.881434,30.490012,185000
brick,1,5,75,8,46.807784,30.560386,213000
monolith,28,28,77,16,46.854825,30.490018,105000
panel,7,19,76.2,10.2,46.865167,30.528029,114000
panel,4,17,75,10.5,46.876046,30.536185,16200
monolith,6,19,75.1,10.3,46.878889,30.53863,123000
panel,12,17,77.6,10.1,46.874935,30.519108,124990
panel,17,17,76.3,10.4,46.869758,30.498833,128900
brick,1,8,77,25,46.803347,30.5093,132000
monolith,1,22,77,10.4,46.858736,30.482924,134900
panel,15,17,75,10,46.851758,30.520114,137000
panel,11,17,77.4,13,46.881025,30.52616,149900
brick,3,8,75.9,8.3,46.833354,30.486841,157000
panel,4,17,75,10.2,46.893541,30.558454,168000
monolith,12,17,75.4,10.5,46.878889,30.53863,173400
monolith,9,19,75.1,10.5,46.878889,30.53863,185000
panel,16,17,75,13,46.870728,30.512622,187000
stalin,5,5,76.4,9.7,46.825603,30.52,216500
stalin,5,5,76,10,46.840695,30.501534,219000
panel,6,17,75,13,46.863439,30.506586,227000
panel,8,17,76,13,46.867461,30.559005,116000
brick,3,5,76.7,9.9,46.82845,30.529699,132000
monolith,6,17,76,11,46.867586,30.562569,137000
panel,5,14,75,10,46.868475,30.486643,138500
panel,14,16,75,12,46.840442,30.528424,139000
panel,8,17,76,10,46.868501,30.4881,139500
panel,9,17,77.8,13,46.87241,30.484568,145000
brick,4,5,75.5,9.1,46.820531,30.501302,152000
panel,7,16,75,11,46.846957,30.56452,156100
brick,2,5,77,20,46.804724,30.50554,147000
brick,4,4,75,8,46.81428,30.491063,189900
block,3,17,75,9,46.861257,30.401039,16300
panel,2,14,76,13.1,46.875486,30.480856,18500
brick,4,5,75.7,8.2,46.801931,30.565084,185000
brick,5,6,75,6.5,46.785321,30.502639,205000
brick,2,5,76.2,10,46.827312,30.529503,16400
panel,6,17,75,10,46.87392,30.486239,205000
panel,7,14,75,13,46.865232,30.54082,145000
monolithBrick,3,20,75,10.7,46.858736,30.482924,155000
monolith,14,17,76,12.9,46.872506,30.550403,165000
panel,8,14,75,10,46.854906,30.499633,177990
panel,14,14,76,13,46.867586,30.562569,189900
brick,2,7,76,8.3,46.807132,30.523555,19182806
brick,2,7,77,9,46.814406,30.50121,22000
panel,4,17,76,13,46.869374,30.560493,219990
panel,3,13,75,10,46.783615,30.564302,239000
brick,4,6,75,7.5,46.799684,30.535341,268000
stalin,5,6,76.8,9,46.796597,30.569315,113500
panel,14,22,76.5,10.1,46.778512,30.522881,139900
brick,2,9,76.7,21,46.80481,30.509236,139500
panel,7,12,75,12,46.858074,30.56812,155000
brick,2,5,76,9,46.787234,30.506,19700
brick,4,6,77,9,46.809201,30.526313,23000
panel,20,25,76,12.4,46.777601,30.53855,201000
brick,3,7,77,9,46.810471,30.518085,30100
brick,2,9,76.2,8.5,46.78198,30.50916,153000
monolith,25,31,76,15,46.828162,30.480804,152500
monolith,5,14,76.6,14.3,46.822979,30.526026,163000
brick,3,4,77,9,46.778269,30.521354,24300
monolith,3,19,75.7,16,46.799168,30.559263,259500
monolith,32,42,76,10,46.827671,30.480559,31300
monolith,6,12,77.6,21.1,46.790671,30.550136,183000
panel,6,17,76,13,46.780628,30.520265,263000
monolith,5,39,75,11,46.774745,30.548609,143000
monolith,22,23,75,15,46.80998,30.52165,145000
monolith,7,32,75,40,46.774745,30.548609,145000
monolith,18,24,78,14,46.786313,30.542428,149900
monolith,35,44,79,10,46.774664,30.54595,153000
panel,20,22,78,10.2,46.860534,30.4936,173000
brick,5,14,78,8.7,46.822959,30.523088,176000
brick,3,5,78,10,46.811017,30.525989,179000
monolith,15,28,79,16,46.854825,30.490018,185000
stalin,4,5,78,18,46.832854,30.523043,189000
panel,1,17,78.8,12,46.851591,30.518389,191000
panel,3,22,79.9,11,46.867359,30.48669,199000
brick,1,8,79,8.5,46.8113,30.4949,19900
panel,14,15,79.6,12.9,46.878097,30.515003,19100
brick,5,5,78.9,7,46.818372,30.523,118000
panel,6,14,78,13,46.866713,30.530586,131000
panel,12,17,78,13,46.860469,30.556181,135000
brick,1,8,79.1,8.5,46.803347,30.5093,18500
panel,8,10,78.5,7.7,46.837389,30.528028,165000
block,2,5,78.7,8.4,46.803024,30.550655,16700
brick,7,7,78,12,46.781696,30.509062,175000
monolithBrick,9,12,78,11.5,46.778463,30.534005,177000
monolithBrick,18,25,79.3,10.2,46.865823,30.404408,176000
brick,4,8,79.6,8,46.806935,30.514832,179500
brick,2,9,79,10.5,46.806059,30.513296,149900
brick,3,8,78,12,46.802052,30.509155,255000
stalin,2,11,79.6,8,46.783286,30.558589,107000
monolith,16,37,78,18,46.774254,30.546525,134500
block,5,8,78.7,9,46.79804,30.550036,169880
monolith,37,44,78.2,17.5,46.774664,30.54595,172000
stalin,4,8,78.6,8.5,46.803231,30.53429,188900
monolith,35,42,79,10,46.774664,30.54595,201280
brick,4,9,79,10,46.796526,30.512155,225000
monolith,7,19,78,11,46.944621,30.349291,225000
panel,13,17,78,10,46.874622,30.510484,31800
panel,5,16,78,10.1,46.884797,30.490021,157000
panel,10,14,78,10,46.859807,30.56461,198000
panel,3,22,78,11,46.867359,30.48669,208500
panel,2,14,79,13,46.884575,30.528064,26100
panel,2,14,78.4,12.8,46.865232,30.54082,213000
brick,6,8,79.1,8.5,46.790504,30.500923,24300
panel,5,17,78,13,46.881025,30.52616,29600
brick,5,5,78.4,9,46.837131,30.522845,356000
panel,8,19,78.4,10.4,46.865167,30.528029,198000
stalin,3,5,78.9,4.5,46.7976,30.5695,369000
monolith,5,18,78.2,10.7,46.863469,30.559523,249400
block,3,5,78.3,9,46.803282,30.556658,249500
brick,3,8,78,8,46.81689,30.50946,271920
block,3,5,78.3,9,46.803282,30.556658,27013500
brick,2,8,79.6,8,46.81211,30.568138,222000
brick,6,8,79,10,46.790504,30.500923,40100
stalin,2,8,78,8.5,46.77793,30.515425,185000
brick,7,7,79,10.4,46.781696,30.509062,19900
brick,7,10,78.4,9,46.819894,30.495206,50000
brick,7,9,78.4,8.2,46.819894,30.495206,123000
brick,5,9,78,8.6,46.815999,30.50955,144900
monolith,14,20,78.6,16,46.827211,30.488898,148000
brick,3,5,78,19.9,46.805624,30.549112,19500
monolith,19,24,78,14,46.786313,30.542428,175000
panel,10,17,79.2,12.8,46.780876,30.533544,177000
monolith,21,44,78,15,46.774664,30.54595,185000
brick,6,14,78,10,46.782689,30.56841,208000
panel,3,14,78,15,46.780279,30.521641,26300
monolithBrick,19,25,78.8,18,46.853218,30.509532,27500
monolith,9,32,79.84,25.1,46.784769,30.534568,268500
monolith,15,15,81.1,19,46.795444,30.526896,28700
monolithBrick,6,24,82,17,46.779874,30.503995,29800
brick,5,5,80,9,46.81085,30.550601,289000
panel,12,14,80,13,46.868435,30.485843,34500
monolith,15,22,82.4,30,46.879495,30.5398,135000
brick,3,9,81,10,46.805189,30.51602,138000
monolith,3,8,81.4,18,46.785721,30.524094,19500
brick,7,16,82,10,46.796648,30.505006,155000
monolith,8,19,82.5,10.3,46.878889,30.53863,157000
monolith,8,8,80,11,46.858867,30.561284,189000
stalin,5,8,81.9,10,46.777783,30.51626,19900
brick,4,8,82,8,46.8113,30.4949,152000
brick,2,8,80,9.1,46.812297,30.569836,124000
block,4,5,80,9.3,46.802674,30.540551,155000
brick,7,8,80.5,24,46.813698,30.560285,183000
brick,8,8,81.3,10,46.81211,30.568138,112000
stalin,1,10,80,9,46.799897,30.526465,139000
monolith,8,14,82,13,46.792766,30.525064,146500
monolith,11,17,80.2,12,46.781595,30.5321,147800
brick,6,17,82.4,12,46.781595,30.5321,176000
monolith,12,17,82,11,46.879495,30.5398,225000
monolithBrick,2,17,80,15,46.830275,30.501618,244500
monolithBrick,24,26,82.1,12.7,46.863631,30.408414,247500
panel,5,14,81,9,46.873006,30.51425,289900
brick,4,8,80,9,46.843919,30.569962,295000
monolith,6,17,82,10.3,46.879495,30.5398,299000
panel,1,5,82.6,14.7,46.797948,30.501004,359900
monolith,10,24,82.3,10.5,46.879495,30.5398,366000
panel,17,17,80,10.5,46.871854,30.463035,365000
panel,12,17,81.6,10,46.872946,30.49665,19800
panel,5,17,80,11,46.865389,30.558122,18900
monolith,6,21,81,16,46.880945,30.54118,275000
brick,4,5,80.5,8.1,46.844076,30.54065,165000
stalin,8,8,82,10,46.817724,30.523465,172800
brick,4,5,80.2,8.5,46.804466,30.55001,199900
panel,12,17,80.8,13,46.831908,30.50354,185000
brick,1,8,80,8.5,46.803347,30.5093,265000
block,6,6,81.2,10.5,46.806059,30.559308,129000
block,4,24,80,9.5,46.868167,30.494002,143000
panel,14,25,82,9,46.867258,30.460518,16800
brick,5,5,81,11,46.799345,30.545009,185000
panel,10,10,82,9,46.837389,30.528028,219900
panel,10,25,82.5,8.2,46.807577,30.562425,25200
stalin,7,11,80.2,9,46.778061,30.555,221000
panel,2,22,80.3,10.1,46.778512,30.522881,228000
panel,8,17,81,14,46.858468,30.563539,24400
monolith,12,17,82,10,46.858469,30.564491,30000
stalin,7,10,80.3,16.8,46.778061,30.555,319000
brick,4,5,80,9,46.802351,30.5663,319000
brick,7,8,80,9,46.810471,30.518085,388000
panel,24,26,82.1,12.7,46.863631,30.408414,138000
monolith,24,26,82.1,12.7,46.863631,30.408414,19500
monolithBrick,24,26,82.1,12.7,46.863631,30.408414,175000
brick,2,8,81,8.5,46.803347,30.5093,179000
brick,7,8,82,9,46.782896,30.565201,183000
monolith,24,26,82.1,12.7,46.863631,30.408414,188000
brick,7,14,81,10.2,46.865258,30.490584,187880
brick,4,12,81,11.5,46.80145,30.532,28800
brick,5,8,80,8.5,46.803347,30.5093,28600
panel,4,17,80,13,46.831873,30.500441,26100
brick,7,8,82,8.6,46.782896,30.565201,212000
monolithBrick,4,15,80,15,46.782957,30.561024,40500
monolithBrick,6,19,80.2,10,46.784303,30.562005,125000
monolithBrick,2,15,81,19,46.795444,30.526896,208000
monolithBrick,8,21,81,15,46.782957,30.561024,29200
monolithBrick,4,15,80,21,46.78608,30.561562,288000
monolith,37,44,80,10,46.774664,30.54595,31900
stalin,4,8,80.3,6,46.785807,30.506636,185000
stalin,4,8,80.3,37,46.785807,30.506636,185000
brick,8,8,80,18,46.794851,30.516099,185000
monolith,5,24,82.1,14,46.786313,30.542428,28300
monolithBrick,14,24,80,28,46.786313,30.542428,359000
monolithBrick,9,24,82,28,46.786313,30.542428,692000
monolithBrick,9,24,80,28,46.786313,30.542428,279500
